dataset_id,target_id,alpha,method_label,canonical_method_id,method_family,coverage_mean,coverage_ci_low_raw,coverage_ci_high_raw,clipped_coverage_ci_low,clipped_coverage_ci_high,coverage_ci_clipped,finite_domain_validation_status,width_mean,interval_score_mean,numerical_pathology_flag,numerical_pathology_reason,display_interval_policy,recommended_plot_scale,source_artifact
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,shrink_0.75,shrinkage_split,shrinkage_split,0.859389691802,0.858479285769,0.860300097834,0.858479285769,0.860300097834,false,coverage_ci_within_probability_domain,107269.336232,187841.22643,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,shrink_1.00,shrinkage_split,shrinkage_split,0.859683850125,0.858756116971,0.860611583278,0.858756116971,0.860611583278,false,coverage_ci_within_probability_domain,107806.431973,188140.3537,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.15,split_abs,split_abs,split_conformal,0.85745599596,0.856544024017,0.858367967903,0.856544024017,0.858367967903,false,coverage_ci_within_probability_domain,105799.841576,187227.825691,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,cqr,cqr,quantile_conformal,0.802417215333,0.801054880597,0.80377955007,0.801054880597,0.80377955007,false,coverage_ci_within_probability_domain,72170.689582,146602.96631,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,cv_plus,cv_plus,cross_validation_plus,0.813943845585,0.813005131828,0.814882559342,0.813005131828,0.814882559342,false,coverage_ci_within_probability_domain,84602.7974965,158234.068049,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,mondrian_abs,mondrian_abs,group_stratified_residual,0.813374706199,0.812234600985,0.814514811412,0.812234600985,0.814514811412,false,coverage_ci_within_probability_domain,87090.6872393,159323.565468,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,normalized_abs,normalized_abs,normalized_residual,0.807445173404,0.806341859169,0.808548487639,0.806341859169,0.808548487639,false,coverage_ci_within_probability_domain,89186.6067621,159958.25733,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,shrink_0.00,shrinkage_split,shrinkage_split,0.811863502167,0.810739700574,0.812987303759,0.810739700574,0.812987303759,false,coverage_ci_within_probability_domain,86184.1536615,159226.899467,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,shrink_0.25,shrinkage_split,shrinkage_split,0.812516308258,0.811398427732,0.813634188784,0.811398427732,0.813634188784,false,coverage_ci_within_probability_domain,86391.8967478,159201.18448,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.2,shrink_0.50,shrinkage_split,shrinkage_split,0.81300488307,0.811885005053,0.814124761086,0.811885005053,0.814124761086,false,coverage_ci_within_probability_domain,86612.2020273,159209.160502,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
